name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Fine particles (PM 2.5),Mean,mcg/m3,CD,Mott Haven and Melrose (CD1),Annual Average 2018,1/1/2018,216567,386,407,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Canarsie - Flatlands,Summer 2018,6/1/2018,216568,386,407,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southwest Queens,Annual Average 2015,1/1/2015,518555,659,104,8.05
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Annual Average 2013,12/1/2012,518583,659,404,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Ridgewood - Forest Hills,Summer 2016,6/1/2016,628948,659,404,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southwest Queens,Annual Average 2015,1/1/2015,817221,645,504,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,South Beach - Tottenville,Winter 2014-15,12/1/2014,817222,645,504,8.05
Fine particles (PM 2.5),Mean,mcg/m3,CD,Queens Village (CD13),Annual Average 2012,12/1/2011,817107,644,407,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fordham - Bronx Pk,Summer 2016,6/1/2016,742185,365,201,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,Summer 2018,6/1/2018,742162,365,101,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,Summer 2018,6/1/2018,410789,365,301,8.05
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morrisania and Crotona (CD3),Summer 2019,6/1/2019,410790,365,301,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Canarsie - Flatlands,Summer 2018,6/1/2018,518792,650,101,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Fordham - Bronx Pk,Summer 2016,6/1/2016,827514,651,401,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Ridgewood - Forest Hills,Summer 2016,6/1/2016,130959,651,401,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Annual Average 2022,1/1/2022,827524,651,501,8.05
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Summer 2022,6/1/2022,742183,365,201,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Annual Average 2013,12/1/2012,823502,365,310,8.04
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Winter 2011-12,12/1/2011,213765,365,112,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,St. George and Stapleton (CD1),Summer 2016,6/1/2016,168405,365,112,8.04
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,Annual Average 2012,12/1/2011,605917,365,108,8.04
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northern SI,Summer 2014,6/1/2014,213777,365,212,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),Winter 2019-20,12/1/2019,213763,365,110,8.04
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Rockaways,Summer 2013,6/1/2013,411994,386,101,8.04
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Rockaways,Summer 2013,6/1/2013,222403,386,101,8.04
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,Annual Average 2012,12/1/2011,410791,365,301,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Winter 2014-15,12/1/2014,212801,365,201,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Williamsbridge and Baychester (CD12),Winter 2016-17,12/1/2016,823271,365,301,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Winter 2011-12,12/1/2011,823303,365,201,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Winter 2016-17,12/1/2016,221862,386,209,8.04
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Summer 2022,6/1/2022,743719,386,201,8.04
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),Summer 2012,6/1/2012,336786,375,210,8.03
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northern SI,Annual Average 2013,12/1/2012,166635,375,112,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hillcrest and Fresh Meadows (CD8),Summer 2014,6/1/2014,165868,375,112,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Queens Village (CD13),Annual Average 2014,12/1/2013,167756,375,112,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper East Side (CD8),Annual Average 2019,1/1/2019,741159,375,112,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Summer 2014,6/1/2014,336750,375,110,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatbush and Midwood (CD14),Summer 2016,6/1/2016,412078,386,108,8.03
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Hunts Point - Mott Haven,Winter 2018-19,12/1/2018,336546,375,301,8.03
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sunset Park (CD7),Winter 2018-19,12/1/2018,222540,386,306,8.02
Fine particles (PM 2.5),Mean,mcg/m3,CD,St. George and Stapleton (CD1),Winter 2017-18,12/1/2017,222450,386,202,8.02
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Stapleton - St. George,Summer 2020,6/1/2020,222451,386,202,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Union Square-Lower Manhattan,Summer 2020,6/1/2020,823168,365,205,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southwest Queens,Summer 2018,6/1/2018,742220,365,302,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,Annual Average 2014,12/1/2013,177914,365,302,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,Annual Average 2014,12/1/2013,823323,365,102,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southwest Queens,Summer 2018,6/1/2018,178502,365,302,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fresh Meadows,Summer 2018,6/1/2018,874335,365,202,8.02
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rego Park and Forest Hills (CD6),Winter 2016-17,12/1/2016,212795,365,102,8.02
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bensonhurst (CD11),Annual Average 2015,1/1/2015,178544,365,302,8.02
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rego Park and Forest Hills (CD6),Winter 2017-18,12/1/2017,823322,365,102,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,Summer 2019,6/1/2019,177147,365,202,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,Summer 2019,6/1/2019,177158,365,302,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,Annual Average 2023,1/1/2023,605734,365,306,8.02
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Willowbrook,Winter 2017-18,12/1/2017,212669,365,102,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fresh Meadows,Summer 2014,6/1/2014,743603,386,405,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Willowbrook,Annual Average 2015,1/1/2015,412046,386,207,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2018,6/1/2018,743703,386,306,8.01
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),Annual Average 2016,12/31/2015,222453,386,202,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,West Queens,Winter 2018-19,12/1/2018,222543,386,306,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,West Queens,Winter 2018-19,12/1/2018,222542,386,306,8.01
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatlands and Canarsie (CD18),Summer 2018,6/1/2018,741174,375,205,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Winter 2016-17,12/1/2016,336771,375,205,8.01
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),Summer 2016,6/1/2016,412117,386,405,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Winter 2016-17,12/1/2016,216513,386,316,8.01
Fine particles (PM 2.5),Mean,mcg/m3,Citywide,New York City,Winter 2015-16,12/1/2015,216515,386,316,8.01
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,Washington Heights,2019,1/1/2019,216516,386,316,8.01
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Summer 2022,6/1/2022,175341,375,202,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Coney Island - Sheepshead Bay,Summer 2021,6/1/2021,336840,375,316,8.01
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Coney Island - Sheepshead Bay,Summer 2021,6/1/2021,741243,375,316,8.01
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenpoint and Williamsburg (CD1),Summer 2020,6/1/2020,166628,375,105,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper East Side,Annual Average 2019,1/1/2019,167749,375,105,8.00
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southern SI,Summer 2016,6/1/2016,211971,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Kingsbridge - Riverdale,Winter 2017-18,12/1/2017,669677,365,208,8.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Bedford Stuyvesant - Crown Heights,2017-2019,1/1/2017,212071,365,206,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northern SI,Annual Average 2015,1/1/2015,212073,365,208,8.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,2017-2019,1/1/2017,669683,365,206,8.00
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bensonhurst - Bay Ridge,2017-2019,1/1/2017,173134,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),Summer 2018,6/1/2018,174154,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,CD,Riverdale and Fieldston (CD8),Winter 2017-18,12/1/2017,173100,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Kingsbridge - Riverdale,Winter 2017-18,12/1/2017,605824,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bayside - Little Neck,Summer 2018,6/1/2018,823420,365,208,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,211869,365,208,8.00
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Rockaways,2017-2019,1/1/2017,649888,365,105106107,8.00
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,211867,365,206,8.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Greenpoint,2017-2019,1/1/2017,649822,365,208,8.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Sunset Park,2017-2019,1/1/2017,628531,650,4,8.00
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Kingsbridge - Riverdale,2017-2019,1/1/2017,221906,386,401,8.00
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Coney Island - Sheepshead Bay,2017-2019,1/1/2017,411992,386,4,8.00
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Stapleton - St. George,2017-2019,1/1/2017,219984,386,4,8.00
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Coney Island - Sheepshead Bay,2017-2019,1/1/2017,179591,365,4,8.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,Queens,2017-2019,1/1/2017,649659,365,4,8.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Upper East Side,2017-2019,1/1/2017,173202,365,208,8.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Chelsea - Clinton,2017-2019,1/1/2017,412047,386,208,8.00
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Brooklyn,2005-2007,1/1/2005,743728,386,4,8.00
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Upper West Side,2017-2019,1/1/2017,216507,386,315,8.00
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Port Richmond,2005-2007,1/1/2005,216509,386,315,8.00
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Coney Island - Sheepshead Bay,2012-2014,1/2/2012,743611,386,315,8.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Canarsie - Flatlands,2017-2019,1/1/2017,743613,386,313,8.00
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Williamsburg - Bushwick,2017-2019,1/1/2017,211663,375,206,8.00
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Summer 2021,6/1/2021,211665,375,208,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Summer 2021,6/1/2021,827484,651,4,7.99
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,Upper East Side,2005,1/1/2005,130977,651,4,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Greenpoint,Winter 2020-21,12/1/2020,605281,386,206,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenpoint,Winter 2020-21,12/1/2020,670928,386,206,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bedford Stuyvesant (CD3),Winter 2019-20,12/1/2019,549378,386,206,7.99
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Bronx,Summer 2019,6/1/2019,825932,375,204,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Coney Island - Sheepshead Bay,Summer 2014,6/1/2014,602839,375,104,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,Annual Average 2010,12/1/2009,171565,375,203,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),Annual Average 2013,12/1/2012,549339,386,206,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2014,6/1/2014,670964,386,209,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,Annual Average 2019,1/1/2019,670963,386,210,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Rockaways,Annual Average 2010,12/1/2009,605256,386,309,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),Winter 2017-18,12/1/2017,670953,386,309,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Long Island City - Astoria,Annual Average 2019,1/1/2019,549343,386,210,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Coney Island - Sheepshead Bay,Summer 2014,6/1/2014,131282,659,209,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bedford Stuyvesant (CD3),Winter 2016-17,12/1/2016,827886,659,210,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Canarsie - Flatlands,Summer 2021,6/1/2021,131272,659,106,7.99
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Canarsie - Flatlands,Summer 2021,6/1/2021,518645,661,3,7.99
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Winter 2020-21,12/1/2020,629029,661,210,7.99
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Upper East Side,2012-2014,1/2/2012,629010,661,3,7.98
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Flatbush (CD17),Summer 2019,6/1/2019,518675,661,310,7.98
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rockaway and Broad Channel (CD14),Annual Average 2010,12/1/2009,629040,661,310,7.98
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),Annual Average 2016,12/31/2015,518674,661,309,7.98
Fine particles (PM 2.5),Mean,mcg/m3,CD,East New York and Starrett City (CD5),Summer 2019,6/1/2019,131283,659,210,7.98
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,Annual Average 2013,12/1/2012,874888,365,301,7.98
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Jamaica,Summer 2021,6/1/2021,669883,365,302,7.98
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Jamaica,Summer 2021,6/1/2021,649935,365,202,7.98
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),Summer 2021,6/1/2021,669607,365,101,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatlands and Canarsie (CD18),Summer 2021,6/1/2021,174183,365,203,7.97
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southern SI,Annual Average 2013,12/1/2012,874580,365,304,7.97
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Sunset Park,Winter 2018-19,12/1/2018,211977,365,303,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),Annual Average 2017,1/1/2017,174112,365,104,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fordham and University Heights (CD5),Winter 2018-19,12/1/2018,605947,365,206,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Ridgewood and Maspeth (CD5),Annual Average 2016,12/31/2015,742190,365,203,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Brownsville (CD16),Annual Average 2016,12/31/2015,177899,365,105,7.97
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Sunset Park,Winter 2018-19,12/1/2018,177941,365,105,7.97
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Willowbrook,Summer 2021,6/1/2021,177897,365,103,7.97
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Summer 2022,6/1/2022,177939,365,103,7.97
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rego Park and Forest Hills (CD6),Winter 2015-16,12/1/2015,669826,365,105,7.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Park Slope and Carroll Gardens (CD6),Annual Average 2018,1/1/2018,178492,365,203,7.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),Summer 2019,6/1/2019,178410,365,205,7.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Annual Average 2020,1/1/2020,823298,365,203,7.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),Annual Average 2016,12/31/2015,823265,365,303,7.96
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bayside - Little Neck,Summer 2014,6/1/2014,178529,365,105,7.96
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Winter 2017-18,12/1/2017,605692,365,203,7.96
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,Winter 2009-10,12/1/2009,823264,365,303,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Central Harlem - Morningside Heights,Annual Average 2016,12/31/2015,605731,365,305,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Kingsbridge - Riverdale,Summer 2016,6/1/2016,216384,386,206,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Kingsbridge - Riverdale,Summer 2016,6/1/2016,216564,386,406,7.95
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Queens,Winter 2016-17,12/1/2016,222429,386,105,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Rockaways,Winter 2009-10,12/1/2009,222428,386,105,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Central Harlem - Morningside Heights,Annual Average 2016,12/31/2015,222524,386,303,7.95
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),Winter 2016-17,12/1/2016,222525,386,303,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenpoint,Summer 2020,6/1/2020,222596,386,405,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Greenpoint,Summer 2020,6/1/2020,222597,386,405,7.95
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Summer 2021,6/1/2021,743717,386,203,7.95
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Winter 2022-23,12/1/2022,216382,386,206,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Winter 2017-18,12/1/2017,412076,386,106,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northern SI,Winter 2017-18,12/1/2017,175881,375,103,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northern SI,Summer 2016,6/1/2016,216395,386,208,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Long Island City and Astoria (CD1),Winter 2019-20,12/1/2019,216396,386,208,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),Summer 2014,6/1/2014,743630,386,208,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),Summer 2019,6/1/2019,550007,375,106,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rockaway and Broad Channel (CD14),Winter 2009-10,12/1/2009,550001,375,104,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,Annual Average 2016,12/31/2015,130942,651,205,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bedford Stuyvesant - Crown Heights,Annual Average 2016,12/31/2015,130937,651,107,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bensonhurst - Bay Ridge,Summer 2016,6/1/2016,827482,651,2,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Winter 2017-18,12/1/2017,628529,650,2,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fort Greene and Brooklyn Heights (CD2),Winter 2018-19,12/1/2018,518805,650,207,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Riverdale and Fieldston (CD8),Summer 2016,6/1/2016,670933,386,201,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bensonhurst - Bay Ridge,Summer 2016,6/1/2016,211760,375,201,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),Annual Average 2017,1/1/2017,667335,375,201,7.94
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Brooklyn,Winter 2016-17,12/1/2016,211757,375,102,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,Winter 2016-17,12/1/2016,549888,375,101,7.94
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2016-17,12/1/2016,602829,375,101,7.94
Fine particles (PM 2.5),Mean,mcg/m3,CD,Woodside and Sunnyside (CD2),Winter 2020-21,12/1/2020,643490,375,301,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Ridgewood - Forest Hills,Winter 2016-17,12/1/2016,877036,375,302,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Jamaica,Winter 2016-17,12/1/2016,877001,375,202,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Jamaica,Winter 2016-17,12/1/2016,877003,375,202,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Central Harlem - Morningside Heights,Annual Average 2017,1/1/2017,667334,375,201,7.93
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Summer 2014,6/1/2014,336617,375,101,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northeast Bronx,Summer 2016,6/1/2016,338234,386,402,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,West Queens,Annual Average 2017,1/1/2017,338215,386,102,7.93
Fine particles (PM 2.5),Mean,mcg/m3,CD,Lower East Side and Chinatown (CD3),Annual Average 2018,1/1/2018,650980,386,302,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Ridgewood - Forest Hills,Winter 2016-17,12/1/2016,338218,386,201,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,West Queens,Annual Average 2017,1/1/2017,211556,375,201,7.93
Fine particles (PM 2.5),Mean,mcg/m3,CD,Lower East Side and Chinatown (CD3),Summer 2020,6/1/2020,211553,375,102,7.93
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bensonhurst (CD11),Summer 2018,6/1/2018,605226,386,2,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Central Harlem - Morningside Heights,Annual Average 2017,1/1/2017,670984,386,1,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Northeast Bronx,Summer 2016,6/1/2016,670954,386,308,7.93
Fine particles (PM 2.5),Mean,mcg/m3,Citywide,New York City,Summer 2019,6/1/2019,670955,386,307,7.93
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fresh Meadows,Summer 2021,6/1/2021,827905,659,408,7.92
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southwest Queens,Summer 2021,6/1/2021,629008,661,1,7.92
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southwest Queens,Summer 2021,6/1/2021,518662,661,208,7.92
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Flatbush (CD17),Winter 2016-17,12/1/2016,629026,661,207,7.92
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Summer 2016,6/1/2016,827884,659,208,7.92
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hillcrest and Fresh Meadows (CD8),Summer 2021,6/1/2021,131310,659,1,7.91
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southern SI,Summer 2023,6/1/2023,169417,365,209,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2021,6/1/2021,169405,365,109,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jackson Heights (CD3),Winter 2017-18,12/1/2017,169346,365,109,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,South Bronx,Winter 2018-19,12/1/2018,817003,644,502,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Queens Village (CD13),Annual Average 2015,1/1/2015,817004,644,502,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Tottenville and Great Kills (CD3),Summer 2017,6/1/2017,154568,643,109,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Kingsbridge - Riverdale,Winter 2016-17,12/1/2016,154476,645,311,7.91
